,ofi_best_AAPL,ofi_int_10s_AAPL
2024-10-21 12:56:03+00:00,0.0,0.0
2024-10-21 12:56:07+00:00,0.0,0.0
2024-10-21 12:56:08+00:00,0.0,0.0
2024-10-21 12:56:09+00:00,0.0,0.0
2024-10-21 12:56:22+00:00,9.0,9.0
2024-10-21 12:56:28+00:00,0.0,9.0
2024-10-21 12:56:29+00:00,0.0,9.0
2024-10-21 12:56:43+00:00,-25.0,-25.0
2024-10-21 12:56:49+00:00,148.0,123.0
2024-10-21 12:56:52+00:00,0.0,123.0
2024-10-21 12:56:53+00:00,0.0,148.0
2024-10-21 12:56:54+00:00,0.0,148.0
2024-10-21 12:56:55+00:00,4.0,152.0
2024-10-21 12:56:56+00:00,0.0,152.0
2024-10-21 12:56:57+00:00,6.0,158.0
2024-10-21 12:57:02+00:00,-9.0,1.0
2024-10-21 12:57:07+00:00,0.0,-9.0
2024-10-21 12:57:11+00:00,0.0,-9.0
2024-10-21 12:57:28+00:00,0.0,0.0
2024-10-21 12:57:30+00:00,0.0,0.0
2024-10-21 12:57:31+00:00,0.0,0.0
2024-10-21 12:57:32+00:00,0.0,0.0
2024-10-21 12:57:34+00:00,0.0,0.0
2024-10-21 12:57:35+00:00,0.0,0.0
2024-10-21 12:57:36+00:00,22.0,22.0
2024-10-21 12:57:37+00:00,0.0,22.0
2024-10-21 12:57:43+00:00,0.0,22.0
2024-10-21 12:57:48+00:00,0.0,0.0
2024-10-21 12:58:02+00:00,-6.0,-6.0
2024-10-21 12:58:03+00:00,0.0,-6.0
2024-10-21 12:58:04+00:00,0.0,-6.0
2024-10-21 12:58:07+00:00,0.0,-6.0
2024-10-21 12:58:10+00:00,-30.0,-36.0
2024-10-21 12:58:11+00:00,0.0,-36.0
2024-10-21 12:58:13+00:00,0.0,-30.0
2024-10-21 12:58:15+00:00,0.0,-30.0
2024-10-21 12:58:16+00:00,0.0,-30.0
2024-10-21 12:58:20+00:00,0.0,0.0
2024-10-21 12:58:25+00:00,100.0,100.0
2024-10-21 12:58:38+00:00,100.0,100.0
2024-10-21 12:58:39+00:00,0.0,100.0
2024-10-21 12:58:44+00:00,0.0,100.0
2024-10-21 12:58:53+00:00,0.0,0.0
2024-10-21 12:58:54+00:00,0.0,0.0
2024-10-21 12:58:56+00:00,6.0,6.0
2024-10-21 12:58:57+00:00,94.0,100.0
2024-10-21 12:58:59+00:00,-98.0,2.0
2024-10-21 12:59:00+00:00,0.0,2.0
2024-10-21 12:59:01+00:00,0.0,2.0
2024-10-21 12:59:02+00:00,0.0,2.0
2024-10-21 12:59:18+00:00,0.0,0.0
2024-10-21 12:59:29+00:00,98.0,98.0
2024-10-21 12:59:34+00:00,0.0,98.0
2024-10-21 12:59:41+00:00,151.0,151.0
2024-10-21 12:59:58+00:00,0.0,0.0
2024-10-21 13:00:00+00:00,0.0,0.0
2024-10-21 13:00:02+00:00,0.0,0.0
2024-10-21 13:00:04+00:00,0.0,0.0
2024-10-21 13:00:05+00:00,0.0,0.0
2024-10-21 13:00:07+00:00,0.0,0.0
2024-10-21 13:00:08+00:00,0.0,0.0
2024-10-21 13:00:12+00:00,0.0,0.0
2024-10-21 13:00:21+00:00,0.0,0.0
2024-10-21 13:00:22+00:00,100.0,100.0
2024-10-21 13:00:23+00:00,0.0,100.0
2024-10-21 13:00:24+00:00,-98.0,2.0
2024-10-21 13:00:37+00:00,100.0,100.0
2024-10-21 13:00:39+00:00,-98.0,2.0
2024-10-21 13:00:41+00:00,0.0,2.0
2024-10-21 13:00:47+00:00,-51.0,-149.0
2024-10-21 13:00:48+00:00,84.0,-65.0
2024-10-21 13:00:49+00:00,116.0,149.0
2024-10-21 13:00:54+00:00,0.0,149.0
2024-10-21 13:00:59+00:00,0.0,0.0
2024-10-21 13:01:00+00:00,0.0,0.0
2024-10-21 13:01:02+00:00,0.0,0.0
2024-10-21 13:01:05+00:00,81.0,81.0
2024-10-21 13:01:06+00:00,100.0,181.0
2024-10-21 13:01:07+00:00,0.0,181.0
2024-10-21 13:01:08+00:00,0.0,181.0
2024-10-21 13:01:13+00:00,81.0,262.0
2024-10-21 13:01:14+00:00,81.0,343.0
2024-10-21 13:01:15+00:00,0.0,262.0
2024-10-21 13:01:22+00:00,0.0,162.0
2024-10-21 13:01:31+00:00,0.0,0.0
2024-10-21 13:01:36+00:00,0.0,0.0
2024-10-21 13:01:38+00:00,0.0,0.0
2024-10-21 13:01:41+00:00,0.0,0.0
2024-10-21 13:01:43+00:00,100.0,100.0
2024-10-21 13:01:45+00:00,-10.0,90.0
2024-10-21 13:01:46+00:00,0.0,90.0
2024-10-21 13:01:53+00:00,-5.0,-15.0
2024-10-21 13:01:54+00:00,81.0,66.0
2024-10-21 13:01:55+00:00,100.0,176.0
2024-10-21 13:01:56+00:00,0.0,176.0
2024-10-21 13:01:57+00:00,0.0,176.0
2024-10-21 13:01:58+00:00,0.0,176.0
2024-10-21 13:01:59+00:00,0.0,176.0
2024-10-21 13:02:00+00:00,195.0,371.0
2024-10-21 13:02:01+00:00,200.0,571.0
2024-10-21 13:02:03+00:00,0.0,576.0
2024-10-21 13:02:04+00:00,-540.0,-45.0
2024-10-21 13:02:05+00:00,-179.0,-324.0
2024-10-21 13:02:06+00:00,99.0,-225.0
2024-10-21 13:02:07+00:00,0.0,-225.0
2024-10-21 13:02:13+00:00,0.0,-620.0
2024-10-21 13:02:14+00:00,-99.0,-179.0
2024-10-21 13:02:16+00:00,0.0,-99.0
2024-10-21 13:02:17+00:00,199.0,100.0
2024-10-21 13:02:19+00:00,-198.0,-98.0
2024-10-21 13:02:20+00:00,82.0,-16.0
2024-10-21 13:02:21+00:00,118.0,102.0
2024-10-21 13:02:22+00:00,-195.0,-93.0
2024-10-21 13:02:26+00:00,0.0,6.0
2024-10-21 13:02:27+00:00,194.0,1.0
2024-10-21 13:02:29+00:00,-100.0,99.0
2024-10-21 13:02:38+00:00,95.0,-5.0
2024-10-21 13:02:39+00:00,0.0,95.0
2024-10-21 13:02:41+00:00,-98.0,-3.0
2024-10-21 13:02:42+00:00,0.0,-3.0
2024-10-21 13:02:43+00:00,0.0,-3.0
2024-10-21 13:02:44+00:00,0.0,-3.0
2024-10-21 13:02:45+00:00,-102.0,-105.0
2024-10-21 13:02:54+00:00,100.0,-2.0
2024-10-21 13:02:57+00:00,2.0,102.0
2024-10-21 13:03:00+00:00,0.0,102.0
2024-10-21 13:03:04+00:00,0.0,2.0
2024-10-21 13:03:05+00:00,0.0,2.0
2024-10-21 13:03:06+00:00,0.0,2.0
2024-10-21 13:03:07+00:00,4.0,4.0
2024-10-21 13:03:08+00:00,0.0,4.0
2024-10-21 13:03:10+00:00,-2.0,2.0
2024-10-21 13:03:12+00:00,-2.0,0.0
2024-10-21 13:03:13+00:00,87.0,87.0
2024-10-21 13:03:14+00:00,86.0,173.0
2024-10-21 13:03:20+00:00,-80.0,91.0
2024-10-21 13:03:23+00:00,22.0,28.0
2024-10-21 13:03:24+00:00,0.0,-58.0
2024-10-21 13:03:25+00:00,0.0,-58.0
2024-10-21 13:03:36+00:00,0.0,0.0
2024-10-21 13:03:40+00:00,0.0,0.0
2024-10-21 13:03:41+00:00,0.0,0.0
2024-10-21 13:03:45+00:00,0.0,0.0
2024-10-21 13:03:48+00:00,56.0,56.0
2024-10-21 13:03:53+00:00,0.0,56.0
2024-10-21 13:03:58+00:00,-46.0,-46.0
2024-10-21 13:03:59+00:00,-38.0,-84.0
2024-10-21 13:04:00+00:00,0.0,-84.0
2024-10-21 13:04:02+00:00,20.0,-64.0
2024-10-21 13:04:03+00:00,0.0,-64.0
2024-10-21 13:04:07+00:00,0.0,-64.0
2024-10-21 13:04:12+00:00,0.0,0.0
2024-10-21 13:04:13+00:00,0.0,0.0
2024-10-21 13:04:16+00:00,3.0,3.0
2024-10-21 13:04:17+00:00,0.0,3.0
2024-10-21 13:04:20+00:00,14.0,17.0
